,rbfsvm,lightgbm,gbc
N_test_150,0.08708212138539916,0.0646345866485707,0.10758952551478372
N_test_151,0.12916082615553043,0.043416138684242336,0.2871399752153424
N_test_152,0.1447104531562978,0.0426292700256927,0.19975589633414786
N_test_153,0.18001129676865368,0.05514828064577755,0.20860849119593
N_test_154,0.09549866539345508,0.06809069437270743,0.05324227057257953
N_test_155,0.11337048682644241,0.1263167660709848,0.17839414000556694
N_test_156,0.11031265183321272,0.11045016424905905,0.2539198465264425
N_test_157,0.12120518196786564,0.09962079444452905,0.36942589675718585
N_test_158,0.1066169035238024,0.08213465313172957,0.1235201172601669
N_test_159,0.11671925956386013,0.10559827732090897,0.2326920720685506
N_test_160,0.13049256934186623,0.11962139961042144,0.31416941187072644
N_test_161,0.13660557631419226,0.09597277821372402,0.40551254876537446
N_test_162,0.1285423322717405,0.2866941877950848,0.19518584374106432
N_test_163,0.14879856475171796,0.1577849401587124,0.31074748405170655
N_test_164,0.15260428070827328,0.09343442415956725,0.2831470840133831
N_test_165,0.15029740040843945,0.06599466945801823,0.28267124049794456
N_test_166,0.18454295282160035,0.13278251571788446,0.26630754367810916
N_test_167,0.23345974184185625,0.38110321518125667,0.6208425969554637
N_test_168,0.27756373889370095,0.4472473172753473,0.7411340715842025
N_test_169,0.08925557386416746,0.05070386308360359,0.04416184689352258
N_test_170,0.1751544480287792,0.20572819167864523,0.0726514588293259
N_test_171,0.27870803140235273,0.3388527838148627,0.1761744380048609
N_test_172,0.016221567961050728,0.0271553659951764,0.03301145702697684
N_test_173,0.03444553182084436,0.016971968738905996,0.10470579477091957
N_test_174,0.18787153190906056,0.25263048413042527,0.3016572806753962
N_test_175,0.6217799539939293,0.3473245211691244,0.4562015542747635
N_test_176,0.4181455937837992,0.39484809485811884,0.42207532086890154
N_test_177,0.585578258604247,0.8250617972021635,0.8137092812550865
N_test_178,0.28113217313299493,0.6301035073649892,0.5082610056011078
N_test_179,0.13428444266747885,0.29917351477095716,0.4216816952092737
N_test_180,0.048954320442720856,0.29191538324407085,0.09377663799124482
N_test_181,0.11281608522636359,0.1728489127211529,0.24011741785192486
N_test_182,0.042113624812617115,0.144021644503919,0.06390846688239858
N_test_183,0.2736028805948639,0.27996995830679167,0.15652396212338143
N_test_184,0.042436979115722424,0.0347092808392137,0.11748729996024347
N_test_185,0.37056474095203346,0.2421495420236249,0.15348294369279775
N_test_186,0.20112631100858608,0.5698608614189888,0.826458297781075
N_test_187,0.41338082424174577,0.5939005216856532,0.8599560480115549
N_test_188,0.3854989960466893,0.6246833250665442,0.9146133433278408
N_test_189,0.8012013310539456,0.7085264982778238,0.7169665959973982
N_test_190,0.018740996823544596,0.01571856097610089,0.01988615595461745
N_test_191,0.09423254114918886,0.05362329156051346,0.058805403921446085
N_test_192,0.05971373633114283,0.1389593470512584,0.10091435577062746
N_test_193,0.03750417909252769,0.08672057101190533,0.1950575888463697
N_test_194,0.021978099999358746,0.0298577240407761,0.0220637159148493
N_test_195,0.11257397659035419,0.47947984120691345,0.6091849334976265
N_test_196,0.2969799129951003,0.16195192731362912,0.1116318422691723
N_test_197,0.016530407671127335,0.03960187240131895,0.024096505724008184
N_test_198,0.03851692026478804,0.04759295086484215,0.16256384285219988
N_test_199,0.4744348713689355,0.15157238733600464,0.09754652278859373
N_test_200,0.37892813195349984,0.08253411616485572,0.07017763610899788
N_test_201,0.483093157948008,0.06589219776437416,0.28857376934083173
N_test_202,0.4755146947134038,0.07405708588879512,0.3949858055660983
N_test_203,0.20161750083033442,0.06058334720763667,0.09257999426521119
N_test_204,0.17724085219744182,0.07679520031456989,0.08841870023393425
N_test_205,0.14631886719275322,0.062085354549235354,0.049710302246487946
N_test_206,0.14142376846795685,0.05211412132172397,0.049261428856182524
N_test_207,0.14565405126078282,0.07826285121278025,0.03640273197282837
N_test_208,0.12127047982942005,0.11775597134337942,0.06719266772190235
N_test_209,0.05095871603773198,0.02510052086989426,0.05143186662022375
N_test_210,0.6790046610275959,0.2927287942106549,0.3850771322733724
N_test_211,0.9473892704842829,0.6844262334347548,0.8438169021704355
N_test_212,0.22667132397829354,0.17133021403328388,0.10483444661568792
N_test_213,0.6970604630784778,0.2762445271218586,0.7462023719461012
N_test_214,0.4924573216063466,0.18311196804198626,0.2115016206501109
N_test_215,0.5,0.13853727405847188,0.12524805949714699
N_test_216,0.7564818675476312,0.34369910041492213,0.40370227838100137
N_test_217,0.5951479277697177,0.14612361546262495,0.27770534654712115
N_test_218,0.7179544982420993,0.19855994667930513,0.310542999886119
N_test_219,0.37178562033885054,0.32288205741697595,0.2651287155354237
N_test_220,0.4498011343167703,0.28722100352519025,0.22304220015906434
N_test_221,0.6225951566511901,0.5925419175769062,0.5901596630137833
N_test_222,0.1348457956464475,0.2354984994009979,0.11065053803631494
N_test_223,0.7699871224268234,0.41335306589515863,0.3617104352341859
N_test_224,0.42623307610690464,0.21460545918806623,0.3265814804427215
N_test_225,0.6116775812034696,0.2782330828777576,0.40566898915691185
N_test_226,0.35045850142826757,0.3786448795846399,0.21543038886265956
N_test_227,0.2842015107663043,0.12835873573679776,0.10088019826287627
N_test_228,0.5551809425108921,0.31081324215507483,0.2730757788353427
N_test_229,0.4216764646951764,0.3090289623795244,0.39331773760914246
N_test_230,0.547120582032658,0.20627684067422825,0.30638645794595787
N_test_231,0.39627614475026895,0.19107621132370634,0.21233734774083454
N_test_232,0.15336520414112742,0.23553153204948954,0.07684018476784783
N_test_233,0.11055768233618642,0.16070436033998978,0.0592256518980407
N_test_234,0.8744907554885627,0.7893968242040124,0.8966004981044379
N_test_235,0.8004530498041491,0.7352989559306174,0.7939026582347742
N_test_236,0.9190010274542724,0.5599332178131452,0.6961534385238543
N_test_237,0.6110545240434478,0.6638706460115277,0.575827003282248
N_test_238,0.36077806006198343,0.49857996937210136,0.40198728285239416
N_test_239,0.1821575223872054,0.16831200629943457,0.1818824496017742
N_test_240,0.3847555383090123,0.2231242562175078,0.1626185645620047
N_test_241,0.10638845544049047,0.3947740958983953,0.4498542829915243
N_test_242,0.19262034349491744,0.524362536015012,0.5615441355886039
N_test_243,0.27239209058275426,0.5205014931899024,0.5834134095939372
N_test_244,0.7151223171805206,0.8160807520265508,0.2842507239815285
N_test_245,0.4841600844894502,0.28042377111909916,0.3927492336546758
N_test_246,0.21027952899189398,0.27440078634266085,0.5879060079070307
N_test_247,0.2014588590281224,0.34726818601194415,0.8301455441631564
N_test_248,0.36052024820343415,0.7183175665003759,0.48606285653769954
N_test_249,0.36585216451830815,0.7325346297128903,0.5393586980262297
N_test_250,0.06056740972911663,0.04565809934797878,0.05929100396392099
N_test_251,0.014839026376382009,0.21296388386958762,0.1210099477487988
N_test_252,0.6472465903044762,0.9064698118226896,0.8218920069890525
N_test_253,0.09546894851074307,0.021755919606704362,0.08320272283590217
N_test_254,0.01489349608492156,0.02259180340183152,0.10046908279192933
N_test_255,0.2336946541326215,0.19724481444991618,0.18426422270643664
N_test_256,0.6384818459761913,0.32249199914830395,0.29811418483008556
N_test_257,0.2848394711012272,0.11693861926958918,0.0769566380165693
N_test_258,0.24020396641824077,0.06366786140805615,0.14012335185280256
N_test_259,0.5592493905330089,0.21256469673792217,0.27652609168758574
N_test_260,0.35544318605130115,0.032525313614413943,0.22908026688774255
N_test_261,0.20136599698368537,0.31649214126883757,0.36723490517013585
N_test_262,0.1371949966039948,0.1455128156209242,0.09997293525778211
N_test_263,0.33090790245977353,0.5190225131174099,0.3550699322144128
N_test_264,0.022615323967422767,0.2849358189827821,0.034407205879470486
N_test_265,0.018186049770735128,0.1906799519196613,0.19280951679507727
N_test_266,0.06743328153233506,0.14191074320292626,0.07768390486387766
N_test_267,0.4819130189562763,0.36984652120851913,0.2465101760188618
N_test_268,0.5967728964034613,0.5187639531668811,0.7504824284221542
N_test_269,0.05484946696542011,0.1462849948914006,0.1287503372925023
N_test_270,0.20980394179315462,0.5250677533617357,0.25047042326887137
N_test_271,0.25122770366323915,0.32819160525676855,0.496500517133706
N_test_272,0.049950416817625944,0.29765867101351334,0.14052392174858028
N_test_273,0.028244276681321553,0.21530890367198177,0.10350262744475178
N_test_274,0.15146260421432872,0.1416910517644217,0.040286919368756786
N_test_275,0.18744497628717466,0.10433686055968247,0.02215874557500131
N_test_276,0.03914629029904636,0.013669270702974622,0.013638641696173967
N_test_277,0.5208460859664673,0.1713995148190472,0.37447829717776077
N_test_278,0.47398101264352455,0.3360345995257192,0.42018360925799614
N_test_279,0.6993570492589336,0.3665343362581692,0.628419961379208
N_test_280,0.2681200058336644,0.6015666791696975,0.5883176070820423
N_test_281,0.6550010325133198,0.4682806182193272,0.57302280539568
N_test_282,0.2785034439042254,0.19678456472348888,0.2003282700598802
N_test_283,0.025853424682188847,0.014993786760980891,0.02537119716401724
N_test_284,0.18262833915076246,0.25044824350274797,0.33329404112811933
N_test_285,0.1303276509875711,0.06735945019389146,0.08948176519919726
N_test_286,0.09936376266846154,0.05340301073418129,0.10858981493821554
N_test_287,0.17789764575372766,0.1276546619437924,0.07549223911325932
N_test_288,0.09958092816207317,0.021066904929741927,0.03505290728608936
N_test_289,0.08886961974660232,0.1179777588195173,0.05712364865702844
N_test_290,0.06733856835266484,0.06251326754857504,0.08045768734991886
N_test_291,0.10561290281389302,0.2719373847288023,0.22776968681289075
N_test_292,0.8470363529431799,0.2389424993929986,0.674630635668476
N_test_293,0.6280088339522317,0.47108798992060474,0.5048253791801368
N_test_294,0.7260865530827615,0.4757663956269811,0.5028533935916877
N_test_295,0.7422545563102507,0.32549347939551754,0.7304293328526356
N_test_296,0.016362178853193146,0.00845426035848692,0.04228657964353088
N_test_297,0.022779124191704858,0.04190916409169918,0.0424435401192652
N_test_298,0.18029006600839384,0.0438774660433184,0.3011955544047577
N_test_299,0.08839823263426741,0.06057851835884935,0.1566633419957608
N_test_300,0.10219138229000835,0.131614904127979,0.18729287193625788
N_test_301,0.0407706858338578,0.020132496762659446,0.1584141544101928
N_test_302,0.2795221614469324,0.23394282086853965,0.29389424625355204
N_test_303,0.2732516155195079,0.3132871873844465,0.3690632852545636
N_test_304,0.633969883734756,0.42484293187705674,0.43716967176160576
N_test_305,0.665162325616421,0.36524455067304445,0.33067226604179273
N_test_306,0.1252731423858802,0.0593826868077079,0.3705710345180542
N_test_307,0.11255710613432451,0.03896338742147265,0.3008275675037783
N_test_308,0.0926608993052995,0.0658626396469749,0.29570514906646705
N_test_309,0.12720807501519446,0.04801168595691516,0.351497804831817
N_test_310,0.0848500572622248,0.2957464445372999,0.2963787727042964
N_test_311,0.05971649337808147,0.13068147598102314,0.20821747724484632
N_test_312,0.17350693500024747,0.06995577863302471,0.0917985345579984
N_test_313,0.5549661360750127,0.1995603360950124,0.34858024266278914
N_test_314,0.18854976826786604,0.3315947653924494,0.3062787097356894
N_test_315,0.10826317035007248,0.5547766713541904,0.4863651237328393
N_test_316,0.5743954969352477,0.7652026164204787,0.7622047683370218
N_test_317,0.113271135593542,0.5467240323121968,0.37796880070485966
N_test_318,0.0748538516827882,0.10663671322421125,0.13826330134681694
N_test_319,0.11974288647491213,0.20849254371903414,0.2628805684907381
N_test_320,0.30759033660969376,0.2667470367750706,0.1724724651476405
N_test_321,0.07599988607499922,0.24738678618963805,0.15635481858187344
N_test_322,0.38416185672183534,0.0701483787344342,0.20445768802826483
N_test_323,0.15153358667709313,0.27667854301989314,0.27181528801487664
N_test_324,0.09931761156327922,0.1411520248305207,0.17278969150423168
N_test_325,0.1850328146978682,0.22489568269434493,0.25948181810389137
N_test_326,0.25723228895969213,0.23051636952456026,0.18424831346419712
N_test_327,0.20796922416916996,0.4583313466655847,0.36218751866078247
N_test_328,0.2012928130857436,0.5032189941730718,0.5401070539619657
N_test_329,0.13743055188175152,0.2441717389813669,0.2223202928867748
N_test_330,0.07067527511142124,0.29457870597784647,0.28085430461756905
N_test_331,0.19784006549498073,0.43518121004804267,0.24657497516438467
N_test_332,0.43839432904863845,0.5169980476151868,0.31797902043474663
N_test_333,0.42143887786665984,0.13865404715746615,0.19792795565956567
N_test_334,0.13825134861850505,0.043901324244557095,0.14343839840972727
N_test_335,0.13674130233163234,0.11491019285986048,0.4835996608843362
N_test_336,0.2802809835281421,0.1543536567959046,0.18257642675838784
N_test_337,0.25303047756187735,0.13957048749751316,0.2916337184640473
N_test_338,0.16576698034468143,0.06248497961621997,0.10674708190187583
N_test_339,0.4483540427104544,0.2988763636510212,0.49213588090564175
N_test_340,0.38803712036113597,0.1451585429068656,0.5254624970890711
N_test_341,0.3805248281217376,0.2419873319018576,0.39069206473975215
N_test_342,0.2920211959093584,0.1772131290589882,0.3740193389301991
N_test_343,0.6437952218622908,0.19899638977602482,0.5379819961777499
N_test_344,0.467804149388355,0.24911643730180205,0.29574865778236276
N_test_345,0.3538674802384451,0.15323474273177465,0.4546380789978079
N_test_346,0.21369911126696434,0.11062108222203582,0.17125674605806046
N_test_347,0.1365399727715452,0.06891443637273512,0.20448888045008587
N_test_348,0.2623837330924976,0.07891676181714682,0.30385313595818175
N_test_349,0.06309166743753207,0.02392888700533965,0.10672749501846185
N_test_350,0.3145830347983346,0.3503583207622607,0.3249705898442891
N_test_351,0.06099155661010367,0.1482573275925301,0.10378930430442233
N_test_352,0.053826843142112064,0.05829256870532171,0.03469598150306921
N_test_353,0.012723936620559172,0.015010974876463584,0.02863076302944338
N_test_354,0.12289496392732828,0.13053890955478484,0.10846878967824092
N_test_355,0.1619821247986623,0.15347603218491276,0.07030787262158308
N_test_356,0.057175012735245105,0.04702915476468984,0.10900413436457243
N_test_357,0.11676979174832079,0.1531778905005046,0.10408904440511911
N_test_358,0.17507331734306814,0.18191869401621022,0.11658293294723601
N_test_359,0.5700661412408661,0.24602691352321787,0.6324091182525646
N_test_360,0.0234472570448161,0.05764688748444594,0.017884287491794604
N_test_361,0.14964829464322377,0.03349720296964413,0.10674115952820133
N_test_362,0.19994023733889232,0.21264619305378793,0.07173892792591131
N_test_363,0.3697374437492566,0.43750058765718125,0.17035068249002347
N_test_364,0.15718540603285883,0.11719679413406926,0.12254524010114287
N_test_365,0.1323064553562287,0.1528819322384182,0.08101438341661778
N_test_366,0.20892799954143546,0.040590327045011816,0.0339611137912612
N_test_367,0.22679335858136027,0.5478192983769741,0.5277250142921406
N_test_368,0.6059384820110476,0.3052180506603767,0.21415924326042113
N_test_369,0.49380217104035407,0.16730483139929347,0.11099879978128228
N_test_370,0.03588653466466327,0.06460307267669722,0.014195586429596774
N_test_371,0.05787594582038452,0.15623977436130487,0.0367502281569418
N_test_372,0.05383327387446948,0.05785295795427493,0.040969816881530514
N_test_373,0.03162506732542934,0.04554321924198882,0.023332573389185044
N_test_374,0.055140688085317795,0.08468871904015858,0.022366892332986058
N_test_375,0.05104255280729697,0.06905917373689686,0.01873964791658087
N_test_376,0.11113099480253832,0.05639862806830793,0.02004048069347738
N_test_377,0.05041851471316137,0.029500650937765032,0.04085801042377255
N_test_378,0.04614719008433246,0.11718926272299769,0.05297660913751451
N_test_379,0.0658167071181597,0.1748461637261547,0.05483100193590953
N_test_380,0.35213556673253715,0.6684520084259482,0.4328268509720775
N_test_381,0.5992972576253959,0.5524249377586627,0.45720814539841587
N_test_382,0.5895430196003619,0.6106813396179628,0.548118928769392
N_test_383,0.4265092605068301,0.059704947494237784,0.2691495772480119
N_test_384,0.6922440387837385,0.49445208849526423,0.6199742463359793
N_test_385,0.7075951116152785,0.4812051085610158,0.4907778059203855
N_test_386,0.5965532523778285,0.26321517293803726,0.22238066558737882
N_test_387,0.7341965585553728,0.28473291941222617,0.5491140676264342
N_test_388,0.6311049782976801,0.20628176632925965,0.47727572512689875
N_test_389,0.09906754688344989,0.11015685717796639,0.07675010742597936
N_test_390,0.1802178225774163,0.19950155487920726,0.2899623259592458
N_test_391,0.13438459923662147,0.08903337887587388,0.0443472747410235
N_test_392,0.40666396021058315,0.07030702484714328,0.12458309503234194
N_test_393,0.19241023777730354,0.11545025844007406,0.03837386188855701
N_test_394,0.05282666128321395,0.019194906793527453,0.03183228500554047
N_test_395,0.5064467762136168,0.4669304796879547,0.34960619562684864
N_test_396,0.16053119379065167,0.38756695375674804,0.14360102792136414
N_test_397,0.20049655272432929,0.314191147755861,0.13392396900781103
N_test_398,0.07694762376318032,0.16135948768235484,0.12352782333716017
N_test_399,0.05448439071831227,0.03465433362009856,0.021186562394282
N_test_400,0.282037587805746,0.4095279428307065,0.42165714182536795
N_test_401,0.2851976850466004,0.177740244079614,0.5415885976154925
N_test_402,0.4881102151152274,0.325729619557736,0.8364763422102707
N_test_403,0.5094794978325471,0.2874050869790524,0.8407380986281946
N_test_404,0.26023142421008477,0.4082221167952905,0.46626701418376715
N_test_405,0.19455281082606068,0.22654106839299304,0.4050307733763919
N_test_406,0.3888538459170946,0.41503388210572123,0.7304292074985876
N_test_407,0.3668713255887601,0.3734676389866102,0.7056139541464926
N_test_408,0.2525849261676183,0.15917761579185272,0.3185250274400846
N_test_409,0.23576903569371882,0.120928118329485,0.19875536579939734
N_test_410,0.3124153877264669,0.14906434356639867,0.4085087416396892
N_test_411,0.33059893971772475,0.15194915384515056,0.3097172515593494
N_test_412,0.19030576807215271,0.17888887588232533,0.20569558318677897
N_test_413,0.14164325694683982,0.07835142250046094,0.175675420779331
N_test_414,0.14941555782628874,0.11333370005481015,0.2765794383026097
N_test_415,0.15560656781600526,0.0689110717442703,0.3901682999127863
N_test_416,0.06786067240635515,0.12088117411892269,0.049294698129402834
N_test_417,0.059048131023209896,0.0370014939063668,0.0858864203387397
N_test_418,0.06815788343589099,0.0425531777019605,0.054880715290314554
N_test_419,0.08190405013812276,0.04205110359602936,0.07153167219325464
N_test_420,0.23024529058562088,0.20800053105517524,0.06123302654508606
N_test_421,0.2892138317612068,0.1493464242158381,0.0873545597762447
N_test_422,0.14273094647256548,0.23031688847625303,0.49898255817254694
N_test_423,0.3115039568294628,0.08207025951683113,0.23091768031599286
N_test_424,0.023933377206166635,0.12024563575657415,0.13578080788446475
