,rbfsvm,lightgbm,gbc
N_test_231,0,0,0
N_test_232,0,0,0
N_test_233,0,0,0
N_test_234,1,1,1
N_test_235,1,1,1
N_test_236,1,1,1
N_test_237,1,1,1
N_test_238,0,0,0
N_test_239,0,0,0
N_test_240,0,0,0
N_test_241,0,0,0
N_test_242,0,1,1
N_test_243,0,1,1
N_test_244,1,1,0
N_test_245,1,0,0
N_test_246,0,0,1
N_test_247,0,0,1
N_test_248,0,1,0
N_test_249,0,1,1
N_test_250,0,0,0
N_test_251,0,0,0
N_test_252,1,1,1
N_test_253,0,0,0
N_test_254,0,0,0
N_test_255,0,0,0
N_test_256,1,0,0
N_test_257,0,0,0
N_test_258,0,0,0
N_test_259,1,0,0
N_test_260,0,0,0
N_test_261,0,0,0
N_test_262,0,0,0
N_test_263,0,1,0
N_test_264,0,0,0
N_test_265,0,0,0
N_test_266,0,0,0
N_test_267,1,0,0
N_test_268,1,1,1
N_test_269,0,0,0
N_test_270,0,1,0
N_test_271,0,0,0
N_test_272,0,0,0
N_test_273,0,0,0
N_test_274,0,0,0
N_test_275,0,0,0
N_test_276,0,0,0
N_test_277,1,0,0
N_test_278,1,0,0
N_test_279,1,0,1
N_test_280,0,1,1
N_test_281,1,0,1
N_test_282,0,0,0
N_test_283,0,0,0
N_test_284,0,0,0
N_test_285,0,0,0
N_test_286,0,0,0
N_test_287,0,0,0
N_test_288,0,0,0
N_test_289,0,0,0
N_test_290,0,0,0
N_test_291,0,0,0
N_test_292,1,0,1
N_test_293,1,0,1
N_test_294,1,0,1
N_test_295,1,0,1
N_test_296,0,0,0
N_test_297,0,0,0
N_test_298,0,0,0
N_test_299,0,0,0
N_test_300,0,0,0
N_test_301,0,0,0
N_test_302,0,0,0
N_test_303,0,0,0
N_test_304,1,0,0
N_test_305,1,0,0
N_test_306,0,0,0
N_test_307,0,0,0
N_test_308,0,0,0
N_test_309,0,0,0
N_test_310,0,0,0
N_test_311,0,0,0
N_test_312,0,0,0
N_test_313,1,0,0
N_test_314,0,0,0
N_test_315,0,1,0
N_test_316,1,1,1
N_test_317,0,1,0
N_test_318,0,0,0
N_test_319,0,0,0
N_test_320,0,0,0
N_test_321,0,0,0
N_test_322,0,0,0
N_test_323,0,0,0
N_test_324,0,0,0
N_test_325,0,0,0
N_test_326,0,0,0
N_test_327,0,0,0
N_test_328,0,1,1
N_test_329,0,0,0
N_test_330,0,0,0
N_test_331,0,0,0
N_test_332,0,1,0
N_test_333,0,0,0
N_test_334,0,0,0
N_test_335,0,0,0
N_test_336,0,0,0
N_test_337,0,0,0
N_test_338,0,0,0
N_test_339,1,0,0
N_test_340,0,0,1
N_test_341,0,0,0
N_test_342,0,0,0
N_test_343,1,0,1
N_test_344,1,0,0
N_test_345,0,0,0
N_test_346,0,0,0
N_test_347,0,0,0
N_test_348,0,0,0
N_test_349,0,0,0
N_test_350,0,0,0
N_test_351,0,0,0
N_test_352,0,0,0
N_test_353,0,0,0
N_test_354,0,0,0
N_test_355,0,0,0
N_test_356,0,0,0
N_test_357,0,0,0
N_test_358,0,0,0
N_test_359,1,0,1
N_test_360,0,0,0
N_test_361,0,0,0
N_test_362,0,0,0
N_test_363,0,0,0
N_test_364,0,0,0
N_test_365,0,0,0
N_test_366,0,0,0
N_test_367,0,1,1
N_test_368,1,0,0
N_test_369,1,0,0
N_test_370,0,0,0
N_test_371,0,0,0
N_test_372,0,0,0
N_test_373,0,0,0
N_test_374,0,0,0
N_test_375,0,0,0
N_test_376,0,0,0
N_test_377,0,0,0
N_test_378,0,0,0
N_test_379,0,0,0
N_test_380,0,1,0
N_test_381,1,1,0
N_test_382,1,1,1
N_test_383,0,0,0
N_test_384,1,0,1
N_test_385,1,0,0
N_test_386,1,0,0
N_test_387,1,0,1
N_test_388,1,0,0
N_test_389,0,0,0
N_test_390,0,0,0
N_test_391,0,0,0
N_test_392,0,0,0
N_test_393,0,0,0
N_test_394,0,0,0
N_test_395,1,0,0
N_test_396,0,0,0
N_test_397,0,0,0
N_test_398,0,0,0
N_test_399,0,0,0
N_test_400,0,0,0
N_test_401,0,0,1
N_test_402,1,0,1
N_test_403,1,0,1
N_test_404,0,0,0
N_test_405,0,0,0
N_test_406,0,0,1
N_test_407,0,0,1
N_test_408,0,0,0
N_test_409,0,0,0
N_test_410,0,0,0
N_test_411,0,0,0
N_test_412,0,0,0
N_test_413,0,0,0
N_test_414,0,0,0
N_test_415,0,0,0
N_test_416,0,0,0
N_test_417,0,0,0
N_test_418,0,0,0
N_test_419,0,0,0
N_test_420,0,0,0
N_test_421,0,0,0
N_test_422,0,0,0
N_test_423,0,0,0
N_test_424,0,0,0
N_test_425,0,0,0
N_test_426,0,0,0
N_test_427,0,0,0
N_test_428,0,0,0
N_test_429,0,0,0
N_test_430,0,0,0
N_test_431,0,0,0
N_test_432,0,0,0
N_test_433,0,0,0
N_test_434,0,0,0
N_test_435,0,0,0
N_test_436,0,0,0
N_test_437,0,0,0
N_test_438,0,0,0
N_test_439,0,0,0
N_test_440,0,0,0
N_test_441,0,0,0
N_test_442,0,0,0
N_test_443,0,0,0
N_test_444,0,0,0
N_test_445,1,1,1
N_test_446,1,0,0
N_test_447,0,0,0
N_test_448,0,0,0
N_test_449,0,0,0
N_test_450,0,0,0
N_test_451,0,0,0
N_test_452,0,0,0
N_test_453,0,0,0
N_test_454,0,0,0
N_test_455,0,0,0
N_test_456,0,0,0
N_test_457,0,0,0
N_test_458,0,1,0
N_test_459,0,0,0
N_test_460,0,0,0
N_test_461,1,1,1
N_test_462,1,1,1
N_test_463,1,1,1
N_test_464,1,1,1
N_test_465,1,1,1
N_test_466,1,1,1
N_test_467,0,0,0
N_test_468,0,0,0
N_test_469,0,0,0
N_test_470,0,0,0
N_test_471,0,0,0
N_test_472,0,0,0
N_test_473,0,0,0
N_test_474,0,0,0
N_test_475,0,0,0
N_test_476,0,0,0
N_test_477,0,0,0
N_test_478,0,0,0
N_test_479,0,0,0
N_test_480,0,0,0
N_test_481,0,0,0
N_test_482,0,0,0
N_test_483,0,0,0
N_test_484,0,0,0
N_test_485,0,0,0
N_test_486,0,0,0
N_test_487,0,0,0
N_test_488,0,0,0
N_test_489,0,0,0
N_test_490,0,0,0
N_test_491,0,0,0
N_test_492,0,0,0
N_test_493,0,0,0
N_test_494,0,0,0
N_test_495,0,0,0
N_test_496,0,0,0
N_test_497,0,0,0
N_test_498,0,0,0
N_test_499,0,1,0
N_test_500,1,0,0
N_test_501,0,0,0
N_test_502,0,0,0
N_test_503,0,0,0
N_test_504,0,0,0
N_test_505,0,0,0
N_test_506,1,0,1
N_test_507,1,1,1
N_test_508,1,1,1
N_test_509,1,0,1
N_test_510,0,0,0
N_test_511,0,0,0
N_test_512,1,1,1
N_test_513,0,0,0
N_test_514,0,0,0
N_test_515,0,0,1
N_test_516,1,0,0
N_test_517,0,0,0
N_test_518,0,0,1
N_test_519,0,0,0
N_test_520,0,0,0
N_test_521,0,0,0
N_test_522,0,0,0
N_test_523,0,0,0
N_test_524,0,0,0
N_test_525,0,0,0
N_test_526,0,0,0
N_test_527,0,0,0
N_test_528,0,0,0
N_test_529,0,0,0
N_test_530,0,0,0
N_test_531,0,0,0
N_test_532,0,0,1
N_test_533,1,1,1
N_test_534,1,1,1
N_test_535,1,1,1
N_test_536,0,0,1
N_test_537,0,0,1
N_test_538,0,0,0
N_test_539,0,0,0
N_test_540,0,0,0
N_test_541,0,0,0
N_test_542,0,0,0
N_test_543,0,0,0
N_test_544,1,0,0
N_test_545,0,0,0
N_test_546,0,0,0
N_test_547,0,0,1
N_test_548,0,0,0
N_test_549,0,0,0
N_test_550,1,1,1
N_test_551,0,0,0
N_test_552,0,0,0
N_test_553,0,0,0
N_test_554,0,0,0
N_test_555,0,0,0
N_test_556,0,0,0
N_test_557,1,1,0
N_test_558,0,0,0
N_test_559,0,0,0
N_test_560,0,0,0
N_test_561,0,0,0
N_test_562,0,0,0
N_test_563,1,0,0
N_test_564,0,0,0
N_test_565,1,1,1
N_test_566,1,1,1
N_test_567,0,0,0
N_test_568,0,0,0
N_test_569,0,0,0
N_test_570,0,0,0
N_test_571,1,1,0
N_test_572,1,1,1
N_test_573,0,0,0
N_test_574,0,0,0
N_test_575,0,0,0
N_test_576,0,0,0
N_test_577,0,0,0
N_test_578,0,0,0
N_test_579,0,0,0
N_test_580,0,0,0
N_test_581,0,0,0
N_test_582,0,0,0
N_test_583,0,0,0
N_test_584,0,0,0
N_test_585,0,0,0
N_test_586,0,0,0
N_test_587,0,0,0
N_test_588,0,0,0
N_test_589,0,0,0
N_test_590,0,0,0
N_test_591,0,0,0
N_test_592,0,0,0
N_test_593,0,0,0
N_test_594,0,0,0
N_test_595,0,0,0
N_test_596,0,0,0
N_test_597,0,0,0
N_test_598,0,0,0
N_test_599,0,0,1
N_test_600,0,0,0
N_test_601,0,0,0
N_test_602,0,0,0
N_test_603,0,0,0
N_test_604,0,0,0
N_test_605,0,0,0
N_test_606,0,0,0
N_test_607,0,0,0
N_test_608,0,0,0
N_test_609,0,0,0
N_test_610,0,0,0
N_test_611,0,1,1
N_test_612,0,0,0
N_test_613,1,1,1
N_test_614,0,0,0
N_test_615,1,1,1
N_test_616,0,0,0
N_test_617,0,0,0
N_test_618,0,0,0
N_test_619,1,0,0
N_test_620,0,0,0
N_test_621,0,0,0
N_test_622,0,0,0
N_test_623,0,0,0
N_test_624,0,0,0
N_test_625,0,0,0
N_test_626,0,0,0
N_test_627,1,1,0
N_test_628,0,0,0
N_test_629,1,0,0
N_test_630,0,0,0
N_test_631,0,0,0
N_test_632,1,0,1
N_test_633,0,0,0
N_test_634,0,0,0
N_test_635,0,0,1
N_test_636,0,0,0
N_test_637,0,1,1
N_test_638,0,0,0
N_test_639,0,0,0
N_test_640,0,0,0
N_test_641,0,0,0
N_test_642,1,1,1
N_test_643,0,0,0
N_test_644,0,0,1
N_test_645,0,0,0
N_test_646,0,0,0
N_test_647,0,0,0
N_test_648,0,0,1
N_test_649,0,0,0
N_test_650,0,0,0
N_test_651,0,0,0
N_test_652,0,0,1
N_test_653,0,0,0
N_test_654,0,0,0
N_test_655,0,0,0
N_test_656,0,0,0
N_test_657,0,0,0
N_test_658,0,0,0
N_test_659,0,0,0
N_test_660,0,0,0
N_test_661,0,0,0
N_test_662,0,0,0
N_test_663,0,0,0
N_test_664,1,0,0
N_test_665,0,0,0
N_test_666,0,0,0
N_test_667,0,0,0
N_test_668,0,0,0
N_test_669,0,0,0
N_test_670,0,0,0
N_test_671,0,0,0
N_test_672,0,0,0
N_test_673,1,0,0
N_test_674,1,0,0
N_test_675,0,0,0
N_test_676,1,0,0
N_test_677,0,0,0
N_test_678,0,0,0
N_test_679,0,0,0
N_test_680,0,0,0
N_test_681,1,1,1
N_test_682,0,0,0
N_test_683,0,0,0
N_test_684,0,0,0
N_test_685,0,0,0
N_test_686,0,0,0
N_test_687,0,0,0
N_test_688,0,0,0
N_test_689,0,0,0
N_test_690,0,0,0
N_test_691,0,0,0
N_test_692,0,0,0
N_test_693,0,0,0
N_test_694,0,0,0
N_test_695,0,0,0
N_test_696,0,0,0
N_test_697,0,0,0
N_test_698,0,0,0
N_test_699,0,0,0
N_test_700,1,0,0
N_test_701,0,0,0
P_test_1,1,1,1
P_test_2,1,1,1
P_test_3,1,1,1
P_test_4,1,1,1
P_test_5,1,0,1
P_test_6,1,1,1
P_test_7,1,0,0
P_test_8,1,0,0
P_test_9,0,0,0
P_test_10,0,0,0
P_test_11,0,0,0
P_test_12,0,1,1
P_test_13,1,0,0
P_test_14,0,0,0
P_test_15,1,0,0
P_test_16,1,1,1
P_test_17,0,0,0
P_test_18,0,0,0
P_test_19,1,0,0
P_test_20,1,1,1
P_test_21,1,1,1
P_test_22,0,0,0
P_test_23,0,0,0
P_test_24,0,0,0
P_test_25,1,1,1
P_test_26,0,1,1
P_test_27,0,0,1
P_test_28,1,1,1
P_test_29,1,1,1
P_test_30,1,1,1
P_test_31,1,1,1
P_test_32,1,0,1
P_test_33,0,0,1
P_test_34,1,1,1
P_test_35,1,0,0
P_test_36,0,0,0
P_test_37,0,1,0
P_test_38,1,1,0
P_test_39,1,1,1
P_test_40,0,0,0
P_test_41,1,0,1
P_test_42,1,0,0
P_test_43,1,1,1
P_test_44,1,1,0
P_test_45,0,0,0
P_test_46,0,0,0
P_test_47,1,1,0
P_test_48,0,0,0
P_test_49,0,1,0
P_test_50,0,0,0
P_test_51,1,0,1
P_test_52,1,1,1
P_test_53,0,0,0
P_test_54,0,0,0
P_test_55,0,0,0
P_test_56,0,0,0
P_test_57,0,1,1
P_test_58,0,1,1
P_test_59,1,1,1
P_test_60,1,1,1
P_test_61,0,0,1
P_test_62,0,1,1
P_test_63,0,1,0
P_test_64,0,1,0
P_test_65,0,1,0
P_test_66,1,0,0
P_test_67,1,1,1
P_test_68,0,0,0
P_test_69,1,1,1
P_test_70,0,1,0
P_test_71,0,1,1
P_test_72,0,1,0
P_test_73,1,0,0
P_test_74,1,0,1
P_test_75,1,1,1
P_test_76,1,0,0
P_test_77,1,0,0
P_test_78,1,0,0
P_test_79,0,0,0
P_test_80,1,1,1
P_test_81,1,0,0
P_test_82,1,0,1
P_test_83,1,0,0
P_test_84,1,1,0
P_test_85,1,0,0
P_test_86,0,0,0
P_test_87,1,0,0
P_test_88,1,0,0
P_test_89,0,0,0
P_test_90,1,0,0
P_test_91,1,1,0
P_test_92,0,0,0
P_test_93,1,0,0
P_test_94,1,0,1
P_test_95,0,0,0
P_test_96,1,0,1
P_test_97,1,0,0
P_test_98,1,0,0
P_test_99,1,0,1
P_test_100,1,0,0
P_test_101,1,0,0
P_test_102,0,0,0
P_test_103,0,0,0
P_test_104,1,0,1
P_test_105,1,0,1
P_test_106,1,0,1
P_test_107,1,0,1
P_test_108,1,1,1
P_test_109,1,0,1
P_test_110,1,1,1
P_test_111,0,0,0
P_test_112,1,1,1
P_test_113,0,0,0
P_test_114,1,1,1
P_test_115,0,0,0
P_test_116,0,0,0
P_test_117,1,1,1
P_test_118,1,1,1
P_test_119,1,0,1
P_test_120,0,0,0
P_test_121,0,0,0
P_test_122,1,1,1
P_test_123,0,0,0
P_test_124,0,1,1
P_test_125,1,1,1
P_test_126,1,1,1
P_test_127,1,0,0
P_test_128,0,0,1
P_test_129,0,0,0
P_test_130,0,0,0
P_test_131,0,0,0
P_test_132,0,0,0
P_test_133,0,0,0
P_test_134,0,0,0
P_test_135,0,0,0
P_test_136,1,1,0
P_test_137,0,1,1
P_test_138,0,0,0
P_test_139,0,1,1
P_test_140,1,0,0
P_test_141,1,0,1
P_test_142,1,0,1
P_test_143,1,1,1
P_test_144,1,1,1
P_test_145,1,1,1
P_test_146,1,0,0
P_test_147,1,0,0
P_test_148,0,0,0
P_test_149,1,1,1
P_test_150,0,0,0
P_test_151,0,1,1
P_test_152,0,1,1
P_test_153,1,0,0
P_test_154,1,0,1
P_test_155,1,0,1
P_test_156,1,0,1
P_test_157,1,0,0
P_test_158,0,1,0
P_test_159,0,1,1
P_test_160,0,0,0
P_test_161,0,1,0
P_test_162,1,1,1
P_test_163,1,1,1
P_test_164,1,0,0
P_test_165,0,0,0
P_test_166,1,1,1
P_test_167,1,0,1
P_test_168,1,1,1
P_test_169,1,1,1
P_test_170,0,0,0
P_test_171,0,0,1
P_test_172,1,1,1
P_test_173,1,1,0
P_test_174,1,0,0
P_test_175,1,1,1
P_test_176,1,1,1
P_test_177,1,1,1
P_test_178,1,1,1
P_test_179,1,1,1
P_test_180,1,1,1
P_test_181,1,1,1
P_test_182,1,1,1
P_test_183,1,1,1
P_test_184,1,1,1
P_test_185,1,1,1
P_test_186,1,1,1
P_test_187,1,1,1
P_test_188,1,1,1
P_test_189,1,1,1
P_test_190,1,0,0
P_test_191,0,1,0
P_test_192,0,1,0
P_test_193,0,1,0
P_test_194,0,1,0
P_test_195,0,1,0
P_test_196,0,1,1
P_test_197,0,1,1
P_test_198,0,0,1
P_test_199,1,0,0
P_test_200,0,0,1
P_test_201,1,1,0
P_test_202,1,1,1
